state_name,town_name,median_download_speed,median_upload_speed,median_latency
Indiana,Avon,236.25,21.29,19
Indiana,Bloomington,218.92,23.63,19
Indiana,Brazil,95.78,20.65,18
Indiana,Brownsburg,245.08,23.59,19
Indiana,Carmel,223.64,68.42,11
Indiana,Chesterton,223.1,17.94,13
Indiana,Clarksville,300.74,20.41,23
Indiana,Columbia City,79.34,18.08,27
Indiana,Columbus,142.87,20.45,22
Indiana,Crawfordsville,105.23,40.52,14
Indiana,Crown Point,240.3,23.38,12
Indiana,Dyer,225.84,21.69,13
Indiana,Elkhart,179.28,22.98,17
Indiana,Evansville,238.93,23.3,32
Indiana,Fishers,225.43,40.65,16
Indiana,Fort Wayne,184.3,41.22,16
Indiana,Franklin,183.27,83.39,6
Indiana,Gary,173.54,17.35,12
Indiana,Goshen,193.8,32.37,15
Indiana,Granger,231.24,34.27,18
Indiana,Greenfield,227.33,23.72,19
Indiana,Greenwood,229.44,41.38,14
Indiana,Griffith,241.78,22.18,12
Indiana,Hammond,203.63,22.77,13
Indiana,Highland,205.6,23.28,12
Indiana,Indianapolis,203.52,23.34,18
Indiana,Jeffersonville,268.32,18.28,24
Indiana,Kokomo,212.56,20.41,20
Indiana,La Porte,225.95,40.9,13
Indiana,Lafayette,199.77,91.71,8
Indiana,Lawrence,186.61,26.84,17
Indiana,Lebanon,183.71,96.51,5
Indiana,Marion,169.96,11.76,20
Indiana,Merrillville,229.06,22.66,12
Indiana,Michigan City,212.05,22.1,14
Indiana,Mishawaka,197.24,22.47,17
Indiana,Muncie,204.96,22.6,21
Indiana,Munster,244.1,23.61,11
Indiana,New Albany,242.9,22.19,22
Indiana,Noblesville,239.87,24.01,19
Indiana,Plainfield,226.53,23.38,18
Indiana,Richmond,152.83,18.75,23
Indiana,Saint John,247.3,29.62,11
Indiana,Schererville,207.58,21.82,12
Indiana,Seymour,250.22,41.39,11
Indiana,Shelbyville,71.37,16.54,23
Indiana,South Bend,206.98,23.5,17
Indiana,Speedway,139.11,19.49,20
Indiana,Terre Haute,227.84,11.82,34
Indiana,Vincennes,97.18,44.93,13
Indiana,Warsaw,156.32,22.98,19
Indiana,West Lafayette,225.11,160.85,7
Indiana,Westfield,236.73,121.84,6
Indiana,Zionsville,200.56,31.5,18
Iowa,Altoona,188.43,37.17,30
Iowa,Ames,157.04,80.55,8
Iowa,Ankeny,242,61.67,18
Iowa,Bettendorf,215.41,87.14,6
Iowa,Cedar Rapids,116.6,25.31,27
Iowa,Clive,123.7,42.28,17
Iowa,Coralville,219.55,46.55,25
Iowa,Council Bluffs,215.46,10.93,10
Iowa,Davenport,195.37,89.06,6
Iowa,Des Moines,139.26,30.82,30
Iowa,Dubuque,194.42,38.43,33
Iowa,Fairfield,74.37,43.71,19
Iowa,Fort Dodge,183.54,27.8,37
Iowa,Grimes,239.98,60.58,21
Iowa,Iowa City,170.46,38.98,26
Iowa,Johnston,245.65,178.27,5
Iowa,Marion,144.06,36.28,27
Iowa,Mason City,147.61,28.96,37
Iowa,Mount Pleasant,79.32,22.57,20
Iowa,Newton,142.23,38.42,17
Iowa,North Liberty,115.57,55.23,12
Iowa,Ottumwa,160.36,34.92,38
Iowa,Pella,175.12,143.87,12
Iowa,Saylorville,218.81,75.48,18
Iowa,Sioux City,167.9,28.74,9
Iowa,Urbandale,199.79,53.53,22
Iowa,Waterloo,242.89,28.58,31
Iowa,Waukee,168.7,39.13,27
Iowa,West Des Moines,237.92,43.96,25
Kansas,Derby,246.64,34.02,14
Kansas,Dodge City,121.44,10.83,14
Kansas,Hays,101.08,53.53,5
Kansas,Hutchinson,175.18,20.65,11
Kansas,Kansas City,234.03,94.51,6
Kansas,Lawrence,224.43,45.03,10
Kansas,Leavenworth,302.89,23.03,33
Kansas,Leawood,259.5,25.92,28
Kansas,Lenexa,262.22,161.85,5
Kansas,Liberal,90.86,20.53,23
Kansas,Manhattan,202.59,26.55,18
Kansas,McPherson,96.02,10.78,18
Kansas,Mission,200.86,24.22,27
Kansas,Olathe,241.81,147.5,5
Kansas,Ottawa,97.03,20.68,29
Kansas,Overland Park,249.63,88.46,8
Kansas,Pittsburg,294.88,94.27,5
Kansas,Prairie Village,287.91,145.32,6
Kansas,Salina,184.25,12.03,22
Kansas,Shawnee,252.84,73.15,9
Kansas,Topeka,200.96,18.93,21
Kansas,Wichita,233.12,20.28,12
Kentucky,Ashland,267.75,23.02,20
Kentucky,Bardstown,86.53,9.38,23
Kentucky,Berea,265.39,22.19,29
Kentucky,Bowling Green,258.01,18.06,47
Kentucky,Burlington,228.06,39.5,21
Kentucky,Campbellsville,48.21,11.93,19
Kentucky,Cold Spring,173.28,22.58,24
Kentucky,Covington,199.08,76.92,15
Kentucky,Danville,257.56,17.58,18
Kentucky,Elizabethtown,201.8,23.64,16
Kentucky,Elsmere,234.25,39.91,22
Kentucky,Erlanger,274.11,23.09,22
Kentucky,Florence,234.63,37.85,21
Kentucky,Fort Campbell,311.28,23.65,13
Kentucky,Fort Thomas,197.36,89.44,15
Kentucky,Frankfort,101.71,10.31,13
Kentucky,Georgetown,235.65,23.21,21
Kentucky,Glasgow,78.65,18.63,25
Kentucky,Henderson,228.13,15.43,38
Kentucky,Hopkinsville,181.88,22.69,24
Kentucky,Independence,243.4,89.68,16
Kentucky,Jeffersontown,258.02,20.61,23
Kentucky,La Grange,230.86,21.77,24
Kentucky,Lakeside Park,239.14,37.39,21
Kentucky,Lawrenceburg,228.42,11.9,37
Kentucky,Lexington,210.12,35.45,18
Kentucky,Louisville,246.15,22.84,22
Kentucky,Lyndon,260.75,22.76,21
Kentucky,Madisonville,94.12,11.4,43
Kentucky,Mount Washington,255.66,19.66,24
Kentucky,Murray,94.28,8.96,20
Kentucky,Nicholasville,224.62,24.72,14
Kentucky,Oakbrook,273.54,20.86,26
Kentucky,Owensboro,194.65,21.23,35
Kentucky,Paducah,149.85,12.58,15
Kentucky,Radcliff,231.23,17.73,35
Kentucky,Richmond,248.38,22.11,25
Kentucky,Saint Matthews,245.81,23.15,22
Kentucky,Shelbyville,150.4,11.63,26
Kentucky,Somerset,213.81,18.91,30
Kentucky,Union,256.76,116.34,17
Kentucky,Versailles,232.96,22.7,28
Kentucky,Winchester,255.48,23.04,34
Louisiana,Alexandria,159.51,32.32,15
Louisiana,Barksdale Air Force Base,289.14,36.71,11
Louisiana,Baton Rouge,175.68,18.89,10
Louisiana,Bayou Cane,293.95,23.69,35
Louisiana,Belle Chasse,224.6,128.95,5
Louisiana,Bossier City,268.61,35.15,11
Louisiana,Broussard,242.14,87.22,24
Louisiana,Central,237.29,10.82,10
Louisiana,Chalmette,149.54,10.72,12
Louisiana,Claiborne,206.67,23.71,32
Louisiana,Covington,215.69,54.48,10
Louisiana,Destrehan,270.04,25.26,9
Louisiana,Estelle,346.84,138.37,7
Louisiana,Gonzales,151.62,94.57,4
Louisiana,Gretna,162.57,13.29,10
Louisiana,Hammond,219.22,22.19,23
Louisiana,Harahan,217.24,33.16,8
Louisiana,Harvey,169.1,10.49,11
Louisiana,Houma,166.22,23.63,34
Louisiana,Kenner,209.47,35.93,8
Louisiana,Lafayette,144.39,37.33,8
Louisiana,Lake Charles,197.73,38.91,12
Louisiana,LaPlace,205.61,23.17,14
Louisiana,Luling,267.58,36.44,8
Louisiana,Mandeville,263.13,22.08,30
Louisiana,Marrero,256.72,20.24,9
Louisiana,Metairie,196.21,32.13,9
Louisiana,Monroe,129.68,21.71,31
Louisiana,Natchitoches,120.1,27.16,14
Louisiana,New Iberia,164.14,10.8,15
Louisiana,New Orleans,134.52,10.98,11
Louisiana,Prairieville,216.25,128.52,4
Louisiana,River Ridge,338.48,135.53,5
Louisiana,Ruston,148.84,21.85,12
Louisiana,Shenandoah,220.52,26.8,9
Louisiana,Shreveport,182.4,23.29,30
Louisiana,Slidell,211.29,21.26,32
Louisiana,Sulphur,218.73,32.09,11
Louisiana,Thibodaux,167.14,16.55,33
Louisiana,Timberlane,251.23,109,5
Louisiana,Youngsville,192.75,74.28,28
Louisiana,Zachary,185.12,10.9,11
Maine,Auburn,215.92,11.8,18
Maine,Augusta,266.12,11.84,20
Maine,Bangor,216.36,18.47,10
Maine,Belfast,104.19,11.49,22
Maine,Biddeford,234.48,22.01,18
Maine,Brunswick,214.67,23.46,15
Maine,Cape Elizabeth,207.43,12.54,19
Maine,Ellsworth,240.24,20.34,21
Maine,Falmouth,242.59,11.73,19
Maine,Farmington,88.82,19.38,16
Maine,Gorham,239.66,12.49,18
Maine,Gray,233.22,99.09,7
Maine,Lewiston,228.27,11.61,17
Maine,Old Town,239.22,11.64,21
Maine,Portland,192.96,17.61,19
Maine,Rockland,270.74,11.81,21
Maine,Saco,256.18,20.9,18
Maine,Sanford,202.52,32.1,14
Maine,Scarborough,227.85,11.65,19
Maine,South Portland,193.65,11.62,20
Maine,Topsham,197.23,22.3,16
Maine,Waterville,268.48,11.68,20
Maine,Wells,179,11.85,19
Maine,Westbrook,239.46,21.44,17
Maine,Windham,211.92,21.33,17
Maine,Winslow,238.9,11.7,20
Maryland,Aberdeen,238.12,41.56,14
Maryland,Adelphi,253.36,60.56,8
Maryland,Annapolis,208.91,60.98,11
Maryland,Arnold,247.86,68.41,11
Maryland,Aspen Hill,209.71,40.85,9
Maryland,Baltimore,183.67,21.68,14
Maryland,Bel Air North,223.94,68.75,13
Maryland,Bel Air South,269.7,41.98,12
Maryland,Beltsville,152.15,83.13,8
Maryland,Bennsville,219.65,41.84,9
Maryland,Bethesda,233.34,89.84,8
Maryland,Bowie,187.1,96.98,7
Maryland,Calverton,212.58,119.55,7
Maryland,Carney,244.93,83.4,10
Maryland,Catonsville,256.28,91.27,10
Maryland,Chevy Chase,231.81,96.05,8
Maryland,Chillum,169.63,29,10
Maryland,Clarksburg,241.88,76.66,8
Maryland,Clinton,212.61,91.01,8
Maryland,Cockeysville,219.22,60.72,10
Maryland,Colesville,260.08,108.77,7
Maryland,College Park,193.54,41.77,9
Maryland,Columbia,246.52,91.18,9
Maryland,Crofton,267.04,112.5,9
Maryland,Damascus,212.93,118.4,7
Maryland,Dundalk,283.71,40.29,11
Maryland,Eldersburg,237.25,23,14
Maryland,Elkridge,271.17,109.28,9
Maryland,Ellicott City,216.68,94.63,9
Maryland,Essex,241.3,53.48,12
Maryland,Fort Washington,148.7,75.39,8
Maryland,Frederick,246.48,23.09,14
Maryland,Friendly,208.08,45.58,10
Maryland,Gaithersburg,233.66,92.57,8
Maryland,Germantown,265.66,112.74,7
Maryland,Glen Burnie,250.57,80.58,11
Maryland,Greater Landover,184.92,79.95,7
Maryland,Greenbelt,150.91,63.44,8
Maryland,Hagerstown,175.87,30.37,9
Maryland,Halethorpe,187.03,41.35,10
Maryland,Kemp Mill,232.03,113.71,7
Maryland,Laurel,242.11,92.87,8
Maryland,Lochearn,163.64,25.9,11
Maryland,Lutherville-Timonium,211,39.36,11
Maryland,Middle River,281.89,41.29,12
Maryland,Montgomery Village,215.92,41.16,10
Maryland,North Bethesda,247.56,84.06,9
Maryland,North Laurel,236.65,123.34,7
Maryland,North Potomac,225.47,93.95,8
Maryland,Odenton,238.85,37.74,10
Maryland,Olney,213.93,104.85,7
Maryland,Owings Mills,227.21,41.33,11
Maryland,Parkville,228.6,53.68,12
Maryland,Parole,211.97,78.98,10
Maryland,Perry Hall,238.66,68,12
Maryland,Pikesville,240.73,59.21,11
Maryland,Potomac,208.71,96.13,8
Maryland,Randallstown,247.87,64.02,11
Maryland,Redland,286.46,99.08,8
Maryland,Reisterstown,257.83,88.31,10
Maryland,Rockville,222.27,46.8,9
Maryland,Saint Charles,244.62,92.46,7
Maryland,Seabrook,173.96,44.78,9
Maryland,Severn,276.38,118.47,9
Maryland,Severna Park,282.49,112.61,9
Maryland,Silver Spring,216.96,38.77,9
Maryland,Towson,250.63,91.7,10
Maryland,Travilah,206.6,94.71,7
Maryland,Waldorf,216.13,56.06,9
Maryland,Westminster,238.88,24.57,12
Maryland,Wheaton-Glenmont,215.18,71.82,8
Maryland,White Marsh,223.29,42.3,12
Massachusetts,Acton,208.96,57.24,9
Massachusetts,Andover,204.63,41.99,10
Massachusetts,Arlington,234.09,40.38,9
Massachusetts,Ashland,211.78,69.62,8
Massachusetts,Attleboro,278.07,23.51,15
Massachusetts,Barnstable,163.58,23.03,16
Massachusetts,Bedford,185.24,81.66,8
Massachusetts,Belmont,202.18,87.84,7
Massachusetts,Billerica,269.37,68.9,8
Massachusetts,Boston,212.61,23.96,11
Massachusetts,Braintree,233.89,71.92,9
Massachusetts,Brockton,229.27,23.06,14
Massachusetts,Brookline,221.42,22.08,13
Massachusetts,Burlington,223.4,39.79,10
Massachusetts,Cambridge,191.22,21.71,13
Massachusetts,Canton,237.68,106.71,8
Massachusetts,Chelmsford,204.67,52.04,9
Massachusetts,Chicopee,229.48,21.47,10
Massachusetts,Concord,189.56,23.9,13
Massachusetts,Danvers,231.7,77.86,8
Massachusetts,Dedham,250.8,71.53,7
Massachusetts,Easton,231.56,41.56,11
Massachusetts,Everett,236.96,22.92,12
Massachusetts,Fitchburg,236.49,40.63,15
Massachusetts,Foxborough,222.86,24.22,12
Massachusetts,Framingham,217.11,39.6,9
Massachusetts,Franklin,259.33,67.5,9
Massachusetts,Grafton,206.21,38.38,7
Massachusetts,Greenfield,142.04,23.42,13
Massachusetts,Groton,186.27,37.95,11
Massachusetts,Haverhill,231.35,23.09,16
Massachusetts,Hingham,194.91,37.66,11
Massachusetts,Holliston,279.29,41.92,10
Massachusetts,Holyoke,190.89,21.64,16
Massachusetts,Hopkinton,208.73,93.74,8
Massachusetts,Hudson,202.25,97.75,7
Massachusetts,Lawrence,257.77,38.84,10
Massachusetts,Leominster,256,41.16,10
Massachusetts,Lexington,208.04,79.78,7
Massachusetts,Littleton,238.08,44.14,9
Massachusetts,Lowell,210.35,22.62,14
Massachusetts,Lynn,243.31,41.47,9
Massachusetts,Malden,232.75,49.58,9
Massachusetts,Mansfield,180.13,41.68,10
Massachusetts,Marblehead,203.7,66.1,9
Massachusetts,Marlborough,231.42,53.28,9
Massachusetts,Marshfield,192.25,63.27,10
Massachusetts,Maynard,212.83,37.62,10
Massachusetts,Medfield,217.92,90.79,8
Massachusetts,Medford,242.41,39.51,10
Massachusetts,Medway,231.78,63.92,9
Massachusetts,Melrose,278.97,41.57,9
Massachusetts,Methuen,270.47,38.72,10
Massachusetts,Middleborough,251.33,45.98,10
Massachusetts,Milford,228.98,40.96,11
Massachusetts,Milton,252.92,23.2,12
Massachusetts,Natick,263.04,82.88,7
Massachusetts,Needham,248.11,40.72,10
Massachusetts,Newton,213.12,41.48,9
Massachusetts,North Andover,206.77,41.32,10
Massachusetts,North Attleborough,230.46,103.7,6
Massachusetts,North Reading,186.6,102.1,8
Massachusetts,Northborough,85.96,61.28,9
Massachusetts,Norwood,203.31,32.2,10
Massachusetts,Peabody,237.64,23.17,17
Massachusetts,Pembroke,248.62,23.29,13
Massachusetts,Plymouth,247.74,41.57,11
Massachusetts,Quincy,209.17,20.27,13
Massachusetts,Randolph,230.54,46.2,8
Massachusetts,Reading,228.44,82.69,8
Massachusetts,Revere,210.99,22.89,12
Massachusetts,Salem,222.4,20.79,14
Massachusetts,Shrewsbury,98.58,14.62,9
Massachusetts,Somerville,197.99,21.95,13
Massachusetts,Springfield,213.46,22.07,15
Massachusetts,Stoneham,296.6,41.9,9
Massachusetts,Stoughton,261.41,54.06,9
Massachusetts,Sudbury,196.34,85.51,9
Massachusetts,Sutton,227.58,22.7,8
Massachusetts,Swampscott,182.01,23.82,10
Massachusetts,Taunton,229.4,45.04,10
Massachusetts,Tewksbury,233.51,40.77,11
Massachusetts,Wakefield,231.89,41.46,9
Massachusetts,Walpole,246.79,63.99,9
Massachusetts,Waltham,211.14,25.04,9
Massachusetts,Wareham,297.87,41.48,10
Massachusetts,Watertown,231.18,23.08,11
Massachusetts,Wayland,224.74,91.39,7
Massachusetts,Wellesley,213.16,49.02,8
Massachusetts,Westborough,178.44,98.21,7
Massachusetts,Westfield,259.2,58.47,12
Massachusetts,Westford,225.14,75,9
Massachusetts,Weston,227.94,39.11,10
Massachusetts,Wilmington,224.96,61.8,8
Massachusetts,Winchester,228.19,41.77,9
Massachusetts,Woburn,220.22,40.91,10
Massachusetts,Worcester,215.08,11.34,11
Michigan,Adrian,197.53,11.96,13
Michigan,Allen Park,213.19,26.3,18
Michigan,Allendale Charter Township,181.05,22.5,7
Michigan,Ann Arbor,192.14,22.73,12
Michigan,Auburn Hills,201.73,23.25,13
Michigan,Battle Creek,246.48,23.04,14
Michigan,Berkley,280.29,47.55,12
Michigan,Birmingham,267.37,36.3,11
Michigan,Bloomfield Hills,204.64,23.2,12
Michigan,Bloomfield Township,207.48,22.96,13
Michigan,Brighton,154.99,21.14,13
Michigan,Brownstown Charter Township,300.55,23.3,12
Michigan,Burton,239.14,22.19,13
Michigan,Canton,217.77,23.37,15
Michigan,Charter Township of Clinton,222.72,23.68,16
Michigan,Clawson,237.98,23.57,12
Michigan,Coldwater,182.26,22.45,11
Michigan,Commerce Charter Township,236.14,22.87,14
Michigan,Dearborn,212.24,24.85,16
Michigan,Dearborn Heights,231.28,23.69,15
Michigan,Delhi charter Township,213.47,22.36,20
Michigan,Delta charter Township,220.2,24.59,15
Michigan,Detroit,119.24,20.67,13
Michigan,East Grand Rapids,214.06,23.06,21
Michigan,East Lansing,221.28,85.75,7
Michigan,Eastpointe,221.44,33.36,13
Michigan,Emmett charter Township,141.94,19.46,15
Michigan,Farmington,198.06,21.24,20
Michigan,Farmington Hills,244.24,20.75,20
Michigan,Fenton,225.04,14.75,18
Michigan,Ferndale,228.17,37.74,15
Michigan,Flint,161.65,19.94,14
Michigan,Flint Township,227.68,22.34,13
Michigan,Forest Hills,196.77,22.9,19
Michigan,Garden City,214.14,23.34,16
Michigan,Georgetown Township,214.77,21.88,22
Michigan,Grand Blanc,237.93,23,13
Michigan,Grand Blanc Township,224.79,21.04,14
Michigan,Grand Rapids,211.88,23.54,20
Michigan,Grand Rapids charter Township,191.45,22.79,22
Michigan,Grandville,190.73,22.62,21
Michigan,Greenville,196.92,11.92,10
Michigan,Grosse Pointe Farms,214.27,64.11,11
Michigan,Grosse Pointe Woods,248.54,25.06,13
Michigan,Harrison charter Township,230.62,23.35,17
Michigan,Highland Charter Township,155.51,18.41,18
Michigan,Holland,163.88,19.11,20
Michigan,Howell,114.7,19.75,15
Michigan,Hudsonville,253.67,20.26,12
Michigan,Independence charter Township,219.59,21.89,13
Michigan,Jackson,202.96,20.85,15
Michigan,Kalamazoo,217.63,20.06,12
Michigan,Kalamazoo Township,176.35,19.11,13
Michigan,Kentwood,227.33,23.18,21
Michigan,Lansing,203.54,23.48,17
Michigan,Lincoln Park,234.66,23.68,13
Michigan,Livonia,222.45,23,19
Michigan,Lyon Charter Township,177.68,23.61,14
Michigan,Madison Heights,235.14,23.73,16
Michigan,Meridian charter Township,196.72,22.81,18
Michigan,Midland,213.76,17.64,16
Michigan,Milford Charter Township,200.54,22.51,14
Michigan,Monitor charter Township,163.14,11.43,17
Michigan,Monroe Charter Township,231.34,18.66,20
Michigan,Mount Pleasant,134.81,18.18,14
Michigan,Muskegon charter Township,144.59,15.89,21
Michigan,Niles,237.6,23.32,18
Michigan,Novi,207.49,18.66,22
Michigan,Oak Park,230.29,23.64,11
Michigan,Oakland charter Township,236.55,22.69,14
Michigan,Orion charter Township,226.77,21.92,13
Michigan,Owosso,189.35,25.63,5
Michigan,Pittsfield Charter Township,248.26,23.29,12
Michigan,Plainfield charter Township,250.34,22.42,22
Michigan,Plymouth,157.49,23.1,15
Michigan,Plymouth Charter Township,210.21,23.86,16
Michigan,Pontiac,163.27,23.19,13
Michigan,Port Huron,273.02,23.47,15
Michigan,Portage,202.23,19.39,13
Michigan,Redford Charter Township,236.54,21.72,20
Michigan,Rochester,238.06,27.77,17
Michigan,Rochester Hills,201.4,23.37,16
Michigan,Romulus,96.82,21.97,12
Michigan,Roosevelt Park,194.49,23.16,21
Michigan,Roseville,253.51,41.36,15
Michigan,Royal Oak,228.94,30.83,16
Michigan,Saginaw,175.09,11.4,13
Michigan,Saint Clair Shores,251.57,24.53,15
Michigan,Shelby charter Township,222.38,23.41,17
Michigan,Shelby Township,222.38,23.41,17
Michigan,South Lyon,180.78,16.23,18
Michigan,Southfield,213.34,23.8,12
Michigan,Southgate,266.78,23.75,14
Michigan,Springfield Township,185.71,19.9,15
Michigan,Sterling Heights,207.58,23.18,16
Michigan,Summit Township,248.97,23.35,15
Michigan,Taylor,207.41,23.66,16
Michigan,Texas charter Township,229.48,23.5,21
Michigan,Trenton,213.7,23.61,18
Michigan,Troy,188.33,23.14,17
Michigan,Van Buren Charter Township,229.05,23.46,12
Michigan,Walker,166.32,20.77,20
Michigan,Warren,211.08,23.63,16
Michigan,Waterford Township,261.39,23.56,12
Michigan,Wayne,180.92,23.73,14
Michigan,West Bloomfield Township,233.07,21.94,13
Michigan,Westland,234.06,23.72,16
Michigan,White Lake charter Township,201.75,21.11,15
Michigan,Wixom,211.38,23.61,13
Michigan,Woodhaven,215.88,23.62,15
Michigan,Wyandotte,116,18.53,13
Michigan,Wyoming,200.98,23.46,21
Michigan,Ypsilanti,187.31,23.82,12
Michigan,Ypsilanti Charter Township,238.93,23.29,12
Minnesota,Andover,237.3,14,13
Minnesota,Apple Valley,203.24,11.47,15
Minnesota,Arden Hills,204.36,18.59,12
Minnesota,Austin,234.79,19.93,17
Minnesota,Blaine,221.87,14.17,13
Minnesota,Bloomington,200.51,14.72,13
Minnesota,Brooklyn Center,183.48,20.71,12
Minnesota,Brooklyn Park,228.41,14.98,14
Minnesota,Burnsville,195.16,13.63,14
Minnesota,Champlin,207.37,12.27,13
Minnesota,Chanhassen,175.66,35.21,12
Minnesota,Chaska,213.3,17.24,14
Minnesota,Columbia Heights,162.33,20.76,11
Minnesota,Coon Rapids,231.61,13.7,14
Minnesota,Corcoran,158.07,17.81,15
Minnesota,Cottage Grove,239.02,17.54,14
Minnesota,Crystal,210.91,17.89,13
Minnesota,Duluth,178.88,11.22,15
Minnesota,Eagan,229.65,16.86,14
Minnesota,Eden Prairie,192.44,14.46,14
Minnesota,Edina,204.28,20.98,13
Minnesota,Elk River,182.53,11.42,15
Minnesota,Falcon Heights,136.24,12.16,12
Minnesota,Faribault,130.72,18.54,17
Minnesota,Fridley,165.64,17.92,12
Minnesota,Golden Valley,165.35,17.96,13
Minnesota,Ham Lake,238.37,18.29,14
Minnesota,Hastings,230.92,17.68,14
Minnesota,Hermantown,92.74,16.05,22
Minnesota,Hopkins,237.9,20.24,13
Minnesota,Hutchinson,63.47,19.92,11
Minnesota,Inver Grove Heights,233.95,17.58,14
Minnesota,Lakeville,236.5,19.96,15
Minnesota,Lino Lakes,199.9,14.59,13
Minnesota,Mankato,133.55,16.91,13
Minnesota,Maple Grove,216.78,14.8,13
Minnesota,Maplewood,193.54,16.74,13
Minnesota,Minneapolis,165.2,40.54,9
Minnesota,Minnetonka,184.49,11.98,14
Minnesota,Minnetrista,130.14,28.97,14
Minnesota,Monticello,153.58,57.49,6
Minnesota,Moorhead,224.37,105.68,11
Minnesota,New Brighton,211.77,18.15,12
Minnesota,New Hope,198.95,17.86,13
Minnesota,New Ulm,65.99,19.22,10
Minnesota,Oakdale,191.69,17.6,13
Minnesota,Orono,150.32,28.05,13
Minnesota,Otsego,221.99,11.48,14
Minnesota,Owatonna,192.02,47.81,9
Minnesota,Plymouth,214.79,17.21,14
Minnesota,Red Wing,147.18,76.18,6
Minnesota,Richfield,223.26,22.52,12
Minnesota,Robbinsdale,152,23.06,12
Minnesota,Rochester,215.93,20.68,17
Minnesota,Rosemount,248.84,22.66,13
Minnesota,Roseville,171.7,16,11
Minnesota,Saint Anthony,209.99,30.7,11
Minnesota,Saint Cloud,190.81,11.32,10
Minnesota,Saint Louis Park,210.76,23.89,11
Minnesota,Saint Michael,212.68,12.32,14
Minnesota,Saint Paul,179.84,20.46,13
Minnesota,Savage,195.11,32.13,13
Minnesota,Shakopee,219.36,17.84,14
Minnesota,Shoreview,178.29,13.13,13
Minnesota,Shorewood,253.13,36.85,12
Minnesota,Victoria,143.02,33.67,12
Minnesota,West Saint Paul,230.14,17.5,13
Minnesota,White Bear Lake,234.09,16.62,13
Minnesota,Winona,128.5,19.04,9
Minnesota,Woodbury,229.09,17.24,14
Mississippi,Biloxi,172.2,49.19,12
Mississippi,Brandon,276.22,90.37,14
Mississippi,Clinton,214.24,31.36,14
Mississippi,Columbus,139.22,26.98,20
Mississippi,Diamondhead,225.12,97.92,9
Mississippi,Flowood,229.12,41.05,14
Mississippi,Greenville,107.5,21.32,20
Mississippi,Greenwood,144.85,25.64,16
Mississippi,Gulfport,166.89,47.91,12
Mississippi,Hattiesburg,151.85,23.03,20
Mississippi,Hernando,207.75,104.22,16
Mississippi,Horn Lake,211.76,23.07,15
Mississippi,Jackson,104.28,23.39,15
Mississippi,Laurel,84.24,12,20
Mississippi,Long Beach,229.43,51.74,14
Mississippi,Madison,223.38,111.14,7
Mississippi,Meridian,120.4,19.78,18
Mississippi,Natchez,78.65,20.64,38
Mississippi,Ocean Springs,239.6,52.66,17
Mississippi,Olive Branch,210.41,24.71,12
Mississippi,Oxford,122.16,73.61,9
Mississippi,Pascagoula,130.71,23.2,32
Mississippi,Pearl,128.52,23.86,18
Mississippi,Ridgeland,180.72,55.38,10
Mississippi,Southaven,207.14,29.28,14
Mississippi,Starkville,115.33,39.59,9
Mississippi,Tupelo,151.21,40.85,18
Mississippi,Vicksburg,45.79,12.12,23
Mississippi,West Hattiesburg,172.16,23.62,21
Missouri,Affton,264.6,22.18,10
Missouri,Arnold,271.66,21.73,10
Missouri,Ballwin,241.84,19.98,11
Missouri,Belton,251.36,38.42,25
Missouri,Blue Springs,347.04,40.58,9
Missouri,Branson,97.94,21.17,17
Missouri,Carthage,94.04,8.07,17
Missouri,Chesterfield,208.48,21.43,11
Missouri,Clayton,216.03,22.42,8
Missouri,Columbia,95.98,23.08,31
Missouri,Concord,249.16,19.05,11
Missouri,Creve Coeur,207.95,20.39,10
Missouri,Dardenne Prairie,244.7,22.14,9
Missouri,Dexter,200.04,31.33,10
Missouri,Ellisville,169.68,18.94,11
Missouri,Eureka,187.93,19.34,12
Missouri,Farmington,205.93,11.51,12
Missouri,Florissant,251.19,21.29,10
Missouri,Gladstone,277.99,153.77,4
Missouri,Grain Valley,367.01,41.08,10
Missouri,Grandview,302.53,115.92,5
Missouri,Independence,294.2,30.13,10
Missouri,Jackson,256.84,66.11,9
Missouri,Jefferson City,132.66,27.24,36
Missouri,Joplin,177.38,24.58,13
Missouri,Kansas City,235.04,108.08,5
Missouri,Kearney,190.4,18.96,34
Missouri,Kirkwood,263.51,100.16,6
Missouri,Ladue,262.17,21.39,9
Missouri,Lake Saint Louis,233.96,17.44,11
Missouri,Lake Tapawingo,160.81,23.48,10
Missouri,Lebanon,55.96,12.94,11
Missouri,Liberty,250.36,32.47,25
Missouri,Manchester,206.08,18.96,11
Missouri,Maryland Heights,189.64,22.16,9
Missouri,Mehlville,275.88,19.82,10
Missouri,Murphy,134.52,11.67,13
Missouri,Nixa,191.39,29.83,24
Missouri,North Kansas City,222.12,92.89,5
Missouri,Oakville,318.18,99.09,6
Missouri,Olivette,268.46,21.61,9
Missouri,Overland,242.68,21.08,9
Missouri,Ozark,194.93,29.19,18
Missouri,Parkville,226.74,22.62,31
Missouri,Poplar Bluff,233.88,37.69,10
Missouri,Raymore,250.92,113.48,6
Missouri,Raytown,321.36,207.89,4
Missouri,Republic,95.87,28.52,27
Missouri,Saint Charles,246.04,22.02,10
Missouri,Saint Joseph,205.69,28.56,9
Missouri,Saint Peters,224.32,16.74,11
